filename,hair_color,hair_hex,eyes_color,eyes_hex,skin_tone,skin_hex,lips_hex,background_hex,clothing_hex,has_sunglasses,has_glasses,has_hat,has_facial_hair
lad_032_shaman-4.png, long sex icon black solilky shiny,#989898, green hazelish brown,#b381a4, light olvie,#d6a78d,#d6a78d,#989898,#000000,False,True,False,True
lad_033_molecule-2.png, clean,#b8b1a9, lightish brown,#e7af96, light,#e7af96,#e7af96,#b8b1a9,#e7af96,False,False,False,False
lad_035_JUAN.png, longer,#5fce7f, medium to dark brown,#efaa90, light,#2c2626,#efaa90,#5fce7f,#00325d,False,True,True,True
lad_036_x.png, dark medium brown,#e3d9c8, medium light brown greenish tinted,#d8b494, light,#d8b494,#d8b494,#65e8b6,#d8b494,False,False,True,False
lad_037_aressprout.png, ashy sandy rbown,#a9beaf, pale greenish blue,#dbbca0, lgith,#dbbca0,#dbbca0,#a9beaf,#dbbca0,False,False,False,False
lad_038_cashking-6.png, dark black curly super stylized,#8498a9,,#000000,,#d59d85,#ac7d6e,#8498a9,#ac7d6e,True,False,True,True
lad_039_davinci-2.png,,#6d654a, dedep blue,#d2a868, medium olive,#d2a868,#dbc08b,#6d654a,#d6b76d,False,False,True,True
lad_040_melzarmagic.png, mushroom cut style,#97775a, medium plain brown,#bf9673,medium,#bf9673,#bf9673,#97775a,#e3e9ee,False,True,False,True
lad_041_Maradona.png, he has voluminous voluptuous fluffy afrostyle like huge curly dark medium and light brown,#0071f1, medium honey brown to light and darker brown,#f6b27c, he has light stubble and is medium,#f6b27c,#f6b27c,#2c595e,#d2ac74,False,False,False,True
lad_043_jeremey.png, short buzzed,#92a3bd,,#231e22, light,#b59492,#b59492,#92a3bd,#b59492,False,True,False,False
lad_045_homewithkids3.png, no,#954c4e, lightish brownish bluieish,#d9ab92,,#d9ab92,#35251b,#954c4e,#35251b,False,False,True,True
lad_046_NATE.png,,#ac4242, light blue and pale green,#2e2d2d,,#2e2d2d,#b1a9a5,#ac4242,#4f5b59,False,False,True,True
lad_047_CYGAAR1.png,,#00dd73, blkue,#1176bc,,#fffcf7,#fffcf7,#00dd73,#fffcf7,False,False,True,False
lad_049_gainzyyyy12.png,,#c4a39c,,#707698,,#f19b18,#f9ad01,#c4a39c,#013c80,False,True,True,False
lad_049_gainzyyyy18.png,,#c4a39c,,#7eb790,,#85c17e,#f9ad01,#c4a39c,#013c80,False,True,True,False
lad_050_nate-2.png, sandy dirty blonde,#949087, medium to light brown,#cd9e8d, ligth,#cd9e8d,#cd9e8d,#949087,#22222a,False,False,True,False
lad_050_nate.png,sandy dirty blonde,#949087, medium to light brown,#cd9e8d, ligth,#cd9e8d,#cd9e8d,#949087,#22222a,False,False,True,False
lad_051_DEVON-2.png, darker dimensioned long brownish reddish,#b27886,,#e9ab86, light,#e9ab86,#38160c,#b27886,#44323c,False,False,True,True
lad_051_DEVON-4.png, darker dimensioned long brownish reddish,#400089,,#e9ab86,,#e9ab86,#38160c,#400089,#44323c,False,False,True,True
lad_054_sterling.png, ashy brown colored hair light sandy brown color,#a2a2a2,,#d8b0a1,,#d8b0a1,#d8b0a1,#a2a2a2,#29251e,False,False,False,True
lad_054_sterlingglasses.png, ashy brown colored hair light sandy brown color,#a2a2a2,,#484139,,#d8b0a1,#d8b0a1,#a2a2a2,#29251e,False,True,False,True
lad_054_sterlingglasses3withcrown5.png, ashy brown colored hair light sandy brown color,#ed3893,,#680000,,#680000,#d8b0a1,#ed3893,#29251e,False,True,True,True
lad_055_Luke.png, long hair and somewhat wavy and curly like a surfers,#1da8df, light greenish hazel brownish,#d8b5a2, light,#d8b5a2,#d8b5a2,#1da8df,#797b87,False,True,True,True
lad_055_Luke10.png, long hair and somewhat wavy and curly like a surfers,#8d61d7, light greenish hazel brownish,#d8b5a2, light,#d8b5a2,#d8b5a2,#8d61d7,#797b87,False,True,True,True
lad_055_Luke3.png, long hair and somewhat wavy and curly like a surfers,#9b6cde, light greenish hazel brownish,#2d2d2d, light,#d8b5a2,#d8b5a2,#9b6cde,#797b87,False,True,True,True
lad_055_Luke6.png, long hair and somewhat wavy and curly like a surfers,#066cc9, light greenish hazel brownish,#c864a4, light,#c864a4,#d8b5a2,#066cc9,#797b87,False,True,True,True
lad_055_Luke8.png, long hair and somewhat wavy and curly like a surfers,#ec5b2c, light greenish hazel brownish,#d8b5a2,,#d8b5a2,#d8b5a2,#8d61d7,#4168b5,False,False,True,True
lad_057_Hugh.png, light brown ashy medium brown,#3a3c3b, dark greenish blue,#ebaf8d, medium,#ebaf8d,#ebaf8d,#3a3c3b,#ebaf8d,False,False,True,False
lad_057_Hugh5.png,,#009246,,#000000, medium,#ebaf8d,#ebaf8d,#009246,#ebaf8d,True,False,True,False
lad_058_SAVVA.png, longer side swept,#809fb7, light green brown,#c89884,,#c89884,#c89884,#809fb7,#282735,False,False,False,True
lad_059_SamAScientist.png, and his,#72c2cb,,#203966, hiis classic light grey stubble and even light grey,#203966,#cdc2c8,#72c2cb,#ffffff,False,True,False,True
lad_060_bhaitradingbot2.png, big,#595860, mustche and dark borown,#a57a67, medium indian,#a57a67,#a57a67,#595860,#a57a67,False,False,True,False
lad_061_DOPE10.png, dark brown dirty brown,#880013,,#000000, lgith,#000000,#b08067,#880013,#b08067,True,False,True,True
lad_061_DOPE7.png, dark brown dirty brown,#487355,,#000000, lgith,#000000,#b08067,#487355,#b08067,True,False,True,True
lad_061_DOPE9.png, dark brown dirty brown,#dfdeff,,#000000, lgith,#000000,#b08067,#dfdeff,#b08067,True,False,True,True
lad_062_devox2.png,dark full beard of facial,#7d4747, honey brown light ebrown medium brown,#bda28d, middle eastern light,#bda28d,#bda28d,#7d4747,#1f1e23,False,False,False,True
lad_063_kenichi.png,,#d53f31, light honey brown,#c36f4d, light medium,#c36f4d,#c36f4d,#d53f31,#180c0c,False,False,False,False
lad_064_Scott.png,ow brown,#90a3a9, dark brown,#f0b29c,light pinkish,#f0b29c,#f0b29c,#90a3a9,#f0b29c,False,False,False,False
lad_064_sensei.png,minimal amount of grey,#e6e5e5, emdium to dark brown,#e4ae89, light,#e4ae89,#e4ae89,#e6e5e5,#e4ae89,False,False,False,False
lad_066_napoli2.png, dark brown,#a51f16,,#54382a, light olive,#f1a675,#f1a675,#a51f16,#ab6b59,False,False,True,True
lad_068_mayor.png,,#5678a9,,#4a2811,,#e0ac97,#c69986,#5678a9,#000000,False,True,False,True
lad_070_IRAsBF2.png,silver black shiny sleek gelled styled model,#b0c4c3, medium dark brown,#c5a28c, lighgt medium,#c5a28c,#c5a28c,#b0c4c3,#c5a28c,False,False,False,False
lad_075_mmhm.png,,#e19dfa,,#feac9b, sutubble beard on face and light,#feac9b,#c3785c,#e19dfa,#c3785c,False,False,False,True
lad_078_btoshi.png, black people mno frow,#a5a5a7, dark brown,#171516, light,#8f6046,#8f6046,#a5a5a7,#393335,False,False,True,True
lad_079_ravish.png, logner,#c2bca6, dark brown,#a47b67,medium,#a47b67,#a47b67,#c2bca6,#252525,False,False,False,True
lad_080_fcpo.png, long,#dd9543,,#cfa599, light,#cfa599,#cfa599,#dd9543,#cfa599,False,False,False,False
lad_081_iggy2.png,facial,#dacdbc,,#363f4e, medium brown,#ba8671,#855e4f,#dacdbc,#855e4f,True,True,False,True
lad_086_Scooby.png, long,#9fadb8,seafoam light blue,#deb8b0,pale light,#deb8b0,#deb8b0,#9fadb8,#deb8b0,False,False,True,False
lad_087_HEEM.png, chin and face framemd facial,#e4dcc7,,#774d37,,#774d37,#774d37,#e4dcc7,#40362a,False,False,True,False
lad_088_Kareem.png, extended mustache and chin,#3e3e3e, medium,#686868,,#686868,#686868,#3e3e3e,#686868,False,False,True,True
lad_089_aguda.png, mustach and chin,#1f1f1f,,#353535,dark black,#353535,#353535,#1f1f1f,#353535,False,False,True,False
lad_090_drscott.png, reddish blondish strawberry bloish short,#d97c4c, greenish hazelish yelowsih,#f4c39b, light,#f4c39b,#c48e6c,#d97c4c,#5e7d97,False,False,False,True
lad_091_amit.png,,#eff4fa, red,#d5dcf6, indian colored,#946e83,#946e83,#eff4fa,#946e83,False,False,False,False
lad_092_derrick.png, blonde almost bald,#beceda, deep greenish blue,#eec7ab, light,#eec7ab,#eec7ab,#beceda,#eec7ab,False,False,False,False
lad_093_photogee.png,,#373737, bright red,#484848,,#484848,#484848,#373737,#484848,False,False,True,False
lad_094_storm.png, normal style nhaircut dark brown to black,#5bc8dd, light skin toned,#ab582e, medium dark,#ab582e,#ab582e,#5bc8dd,#ab582e,False,False,False,False
lad_095_godfather.png,short length brownish red warm colored,#52505c, deep blue,#6c4943, medium dark,#6c4943,#2b181c,#52505c,#2b181c,False,False,False,True
lad_096_apollo.png,,#86bddb,,#a76449,,#a76449,#a76449,#86bddb,#a76449,False,False,False,True
lad_097_drralph.png, older,#ffffff, bluee green,#ecaf94, light,#ecaf94,#ecaf94,#ffffff,#ecaf94,False,False,True,False
lad_098_Murtaza.png,,#70948a, dark brown,#b08179,,#b08179,#b08179,#70948a,#000000,False,False,False,True
lad_099_amenshiller.png, ashy dark brown medium brown,#b3b0b0, medium brown,#8d573d,medium  black,#8d573d,#8d573d,#b3b0b0,#eae8e9,False,False,False,False
lad_102_bunya.png, curly semim long but not long tfine but full,#1d2740,light bluegreen,#d6aa9d,light,#d6aa9d,#d6aa9d,#1d2740,#413735,False,False,True,True
lad_102_bunya2.png, curly semim long but not long tfine but full,#969c9e,light bluegreen,#d6aa9d,light,#d6aa9d,#d6aa9d,#969c9e,#413735,False,False,True,True
lad_102_bunya3.png, curly semim long but not long tfine but full,#1d2740,,#d6aa9d,light,#d6aa9d,#d6aa9d,#1d2740,#413735,False,True,True,True
lad_103_merheb.png, dark brown,#ebe6ea, dark brown,#f5be7b,,#a3735d,#30251f,#ebe6ea,#e9ded2,False,True,False,True
lad_103_merheb2.png, dark brown,#0083ef, dark brown,#f5be7b,,#a3735d,#30251f,#0083ef,#e9ded2,False,True,False,True
lad_103_merheb3.png, dark brown,#e5caaf,,#060606,,#a3735d,#30251f,#e5caaf,#e9ded2,False,False,True,True
lad_105_inkspired.png,mini chind beard for facial,#333333,,#423e3d, medium black,#815c41,#815c41,#1637a0,#2f2b2a,False,False,True,True
lad_106_sultan.png,,#0dd57f, ligth green pale,#071019, dark,#907b76,#212a31,#0dd57f,#071019,False,False,True,False
lad_74_lc.png, big voluminous,#b3b3b3,,#4f4f4f,,#4f4f4f,#606060,#b3b3b3,#474747,False,False,True,True
lady_000_lemon.png,,#f8e701,medium purple pale,#f5c2a7, light,#f5c2a7,#f5c2a7,#f8e701,#f5c2a7,False,False,False,False
lady_001_hazelnut.png, pinkish red bow in,#1d4a46,bright green,#dab9aa, medium olive colored,#dab9aa,#dab9aa,#1d4a46,#dab9aa,False,False,False,False
lady_002_vanilla.png, medium length blonde,#c3d4ef,,#dbb4a3, get lip color light,#dbb4a3,#dbb4a3,#c3d4ef,#000000,False,False,False,False
lady_003_cashew.png, short black shiny silky flipped out long layered,#888b82, light brown honey,#f2c29d, get lip color light,#f2c29d,#f2c29d,#888b82,#f2c29d,False,False,False,False
lady_004_nutmeg.png,reddish amroon purplosh dark,#ffc8a0,,#7a574e,blac girl dark,#7a574e,#7a574e,#ffc8a0,#7a574e,False,False,True,False
lady_005_cinnamon.png,short medium length no layers except bangs somewhat flipped out strawberry blond,#453128, greenish light blueish tinted,#be7e58, light,#fdceb3,#fdceb3,#453128,#fdceb3,False,False,True,False
lady_006_pepper.png,  split tone,#ffffff, light pale green,#000000, light pink,#fef3ff,#fef3ff,#ffffff,#000000,False,False,False,False
lady_007_alloy.png,antural medium and light highlighted blonde,#1d0a37, cyan and deep ocean bblue,#ffd8c4, light,#ffd8c4,#ffd8c4,#1d0a37,#ffd8c4,False,False,False,False
lady_008_pinksilk.png, bmedium dark and light brown,#ed98bf,medium light brown,#f1c3b1,,#f1c3b1,#f1c3b1,#ed98bf,#f1c3b1,False,False,True,False
lady_009_bluesilk.png, bmedium dark and light brown,#94d6d0,,#000000,,#000000,#f1c3b1,#94d6d0,#f1c3b1,False,False,True,False
lady_010_saffron.png, blonde curly,#12281c,bbright green,#cbbd9a,  olive,#dab9aa,#dab9aa,#12281c,#000000,False,False,True,False
lady_011_sage.png,short layered but somewhat longe medium brown middle parted decently thick,#6b92a6, light light sage green,#f4cbad,light,#f4cbad,#f4cbad,#6b92a6,#000000,False,False,True,False
lady_012_parasite.png, short length black,#37dff9, dark deep blue,#020107,,#9fc8ff,#e1f2fa,#37dff9,#000000,False,False,False,False
lady_013_rosemary.png, medium length medium brown,#a9b1df, pale green light,#e2b981, medium,#e2b981,#e2b981,#949bd2,#e2b981,False,False,False,False
lady_014_olive.png, blonde curly,#1f003b,,#280e0f, olive,#dab9aa,#dab9aa,#1f003b,#000000,True,True,True,False
lady_015_lime.png, curled in,#b6df19, medium light berown,#ac7b7f,,#eabcaf,#eabcaf,#b6df19,#eabcaf,False,True,True,False
lady_016_honey.png,,#f7c978, green light green hazel,#3e1f13,ight,#3e1f13,#eec1a2,#db9f5e,#000000,False,True,True,False
lady_017_pine.png,,#b8c37f,,#e3c3b6, light,#e3c3b6,#e3c3b6,#b8c37f,#e3c3b6,False,False,False,False
lady_018_strawberry.png,sleeker shorter bright red dark red medium red,#2c5f34, hazel greenish golden,#dfb8a6, light,#dfb8a6,#dfb8a6,#2c5f34,#000000,False,False,False,False
lady_019_banana.png,sleeker shorter bright red dark red medium red,#566ee8,,#afad7a, light,#dfb8a6,#dfb8a6,#566ee8,#000000,True,True,False,False
lady_020_blood.png, curly long shiny crispy black sand sivlery,#ff829f, light brown,#ad7c5e, black girl so dark,#ad7c5e,#ad7c5e,#ff829f,#000000,False,False,False,False
lady_021_diamond.png,short length with some layers dark brownish reddish amroon,#e6fffd, green pale blusieh hzel,#dfaf91,,#dfaf91,#dfaf91,#e6fffd,#dfaf91,False,False,True,False
lady_022_gold.png,bitcoin orange and white colored bow in,#4d4d4d,bright green,#dab9aa, medium olive colored,#dab9aa,#dab9aa,#4d4d4d,#dab9aa,False,False,False,False
lady_023_silver.png, ethereum foundations colored bow in,#d7d7d7,bright green,#dab9aa, medium olive colored,#dab9aa,#dab9aa,#e3effc,#dab9aa,False,False,False,False
lady_024_linen.png, long mediu mbrown layered,#94d6d0, bright green moeny,#dab9aa,light olive,#dab9aa,#dab9aa,#94d6d0,#dab9aa,False,False,False,False
lady_025_mistletoe.png, long mediu mbrown layered,#000c55, bright green moeny,#dab9aa,light olive,#dab9aa,#dab9aa,#000c55,#dab9aa,False,False,False,False
lady_026_fur.png, long balck straight somehwat blown out,#0153fd,light pale green,#e8b6a7, light,#e8b6a7,#e8b6a7,#0153fd,#000000,False,False,False,False
lady_027_nitrogen.png, long balck straight somehwat blown out,#4682f8, light pale green,#623e2c, light,#e8b6a7,#e8b6a7,#4682f8,#000000,False,True,True,False
lady_028_marshmallow.png,blown out black girl like,#ffc7d4, orangish brownish light medium colored,#d59576, medium,#d59576,#d59576,#ffc7d4,#d59576,False,False,True,False
lady_029_basil.png,short bob like,#2c621a, maroon dark brown flasses and medium brown light brown,#310400, medium,#e0a681,#e0a681,#62a233,#e0a681,False,False,False,False
lady_030_grass.png,medium length single layer,#ffe7cd, hazel green blueish,#e0b88f, medium color solive,#e0b88f,#e0b88f,#ffe7cd,#e0b88f,False,False,False,False
lady_031_paprika.png, red long blown out,#ffffff, dark brown,#fcf6f6,,#fcf6f6,#fcf6f6,#ffffff,#a9a9ab,False,False,False,False
lady_032_salt.png,white grey ashy brown,#a61114, medium light brown,#4d352f, light,#4d352f,#eaae90,#a61114,#eaae90,False,True,False,False
lady_033_staranise.png,farah faucet short layert fluffy blown hout higlighte blended,#ffd7d7, magnetic gtreen golden bright edeep,#8d6058, ligth,#f3ccaf,#f3ccaf,#ffd7d7,#f3ccaf,False,False,False,False
lady_034_lavender.png,,#f9e4c5, diamons dangling earrisngs red brown dark eyesand even some pruple in the,#d7a37f, medium,#d7a37f,#d7a37f,#d7c3c1,#d7a37f,False,False,False,False
lady_035_turmeric.png, high contrast highlighted fdark brown and medium blonde,#ffc5b3, light pink background and red brown dark eyesand even some pruple in the,#4f7e9f, medium,#ca8c6d,#ca8c6d,#ffc5b3,#ca8c6d,False,False,False,False
lady_036_boisenberry.png,brighth red with deep reds and tone sthrough long layered blown out wavy gorgeous,#480745, hzel yellowish green,#dfb8a6,,#dfb8a6,#dfb8a6,#480745,#dfb8a6,False,True,False,False
lady_037_rose.png,cat ears as the style of,#ea9d95, medium brown,#fed8b4, light,#fed8b4,#fed8b4,#ea9d95,#fed8b4,False,False,False,False
lady_038_peanut.png,shiny silk black,#bae4f4, dark brown purple,#ebb4a0, dark brown purple eyes and get lip color light,#ebb4a0,#ebb4a0,#bae4f4,#ebb4a0,False,False,True,False
lady_039_sandalwood.png,brighth red with deep reds and tone sthrough long layered blown out wavy gorgeous,#dcb3ff, hzel yellowish green,#c32a38,,#dfb8a6,#dfb8a6,#dcb3ff,#dfb8a6,False,True,False,False
lady_040_fivespice.png,dark brown blackish reddish,#fcfe66, reddish dark brown,#f2c5a9, light,#f2c5a9,#f2c5a9,#fcfe66,#f2c5a9,False,False,False,False
lady_041_bayleaf.png,brighth red with deep reds and tone sthrough long layered blown out wavy gorgeous,#6b93bb, hzel yellowish green,#dfb8a6,,#dfb8a6,#dfb8a6,#6b93bb,#dfb8a6,False,False,False,False
lady_042_almond.png,dark brown to light brown,#f7c2bc, medium dark brown,#fed8b4, light,#fed8b4,#fed8b4,#f7c2bc,#fed8b4,False,False,False,False
lady_043_orange.png,black voluinous medium length big curly dark shiny,#950058,,#181b24, ight,#d8b5a1,#d8b5a1,#950058,#d8b5a1,False,False,True,False
lady_044_x.png,short china bangs bobb,#3ffe9e,,#ebbd9a, light medium,#ebbd9a,#ebbd9a,#3ffe9e,#ebbd9a,False,False,False,False
lady_045_x.png, ombre,#3ffe9e, medium light brown green,#f0d7d6, light,#f0d7d6,#f0d7d6,#3ffe9e,#ffa325,False,False,True,False
lady_046_x.png,dark black curly,#3ffe9e,,#e1a85e, light medium,#e7b292,#e7b292,#3ffe9e,#e7b292,False,True,False,False
lady_047_x.png, also long blonde higlighted sandy light,#35dd88, deep dark blue purplish,#917663, light,#feccc0,#feccc0,#35dd88,#feccc0,False,False,False,False
lady_048_pink.png,dakr blow dark brown ombre,#e50bb4, medium skin dark brown,#e9a37a, medium,#e9a37a,#e9a37a,#e50bb4,#e9a37a,True,False,False,False
lady_049_abstractangels.png,,#0fce6f, shadow and gbright deep ggreen emerald,#1c201f, light,#f6c9ac,#f6c9ac,#0fce6f,#f6c9ac,False,False,False,False
lady_050_x-6.png, dark dark brown,#343839,,#c8a25b, medium,#e7b292,#e7b292,#c46eab,#e7b292,False,True,True,False
lady_051_rosieabstract.png,,#35dd88,medium purple pale,#f5c2a7, light,#f5c2a7,#f5c2a7,#35dd88,#f5c2a7,False,False,False,False
lady_052_pinksilkabstract.png, bmedium dark and light brown,#352319,medium light brown,#f1c3b1,,#f1c3b1,#f1c3b1,#ba6ddf,#f1c3b1,False,False,True,False
lady_053_pepperabstract.png, split tone,#000000, light pale green,#000000, light pink,#fef3ff,#fef3ff,#4eea6d,#000000,False,False,False,False
lady_054_hazelnutabstract-3.png, blue bow in,#3ffe9e,bright green,#dab9aa, medium olive colored,#dab9aa,#dab9aa,#3ffe9e,#dab9aa,False,False,False,False
lady_055_bloodabstract.png, curly shiny blueish clong,#35dd88,brownishblack,#ad7c5e,black girl dark,#ad7c5e,#ad7c5e,#3ffe9e,#ad7c5e,False,False,False,False
lady_056_alloyabstract.png,antural medium and light highlighted blonde,#a85420, cyan and deep ocean bblue,#ffd8c4, light,#ffd8c4,#ffd8c4,#e27296,#ffd8c4,False,False,False,False
lady_057_bluesilkabstract.png, bmedium dark and light brown,#352319,,#000000,,#000000,#f1c3b1,#6c50d8,#f1c3b1,False,False,True,False
lady_058_x.png,flat black,#87cec1, deep reddsish brown,#251e1b, light,#f2c5a9,#f2c5a9,#87cec1,#f2c5a9,False,False,False,False
lady_059_paula-5.png,short higlighted,#03dc73,,#b4b4b6, medium,#d9a27f,#d9a27f,#03dc73,#d9a27f,False,True,False,False
lady_059_paula-6.png,short higlighted,#3ffe9e,,#b4b4b6, medium,#d9a27f,#d9a27f,#3ffe9e,#d9a27f,False,True,False,False
lady_060_winehouse.png,describe how amy winehouse,#b998da, hazel green deep,#deb8ad, light,#deb8ad,#deb8ad,#b998da,#000000,False,False,False,False
lady_061_nikkkk-2.png, reddish medium length brown dark brown medium brown red auburn,#5fce7f,green pale,#d8c0bc, light,#d8c0bc,#d8c0bc,#5fce7f,#d8c0bc,False,False,False,False
lady_062_Dalia-2.png, dark reddish black hair to medium brown dark brown,#f6acc5,brown,#f9b391,,#f9b391,#f9b391,#f6acc5,#f9b391,False,False,True,False
lady_062_Dalia-BD.png, dark reddish black hair to medium brown dark brown,#9cb6ff,brown,#f9b391,,#f9b391,#f9b391,#9cb6ff,#f9b391,False,False,True,False
lady_063_PVR-3.png,black semi curly,#e78441,,#aa7e51,meidum,#c0947e,#c0947e,#e78441,#c0947e,True,True,False,False
lady_064_aubree-2.png, reddish auburn dark brown dark red nmatural red,#d2007c, green hazel yellowish,#ddb790,blown out style light,#ddb790,#ddb790,#d2007c,#ddb790,False,False,False,False
lady_065_miggs-4.png,onde green ombre,#bf8ec9, blue and greenish light colored,#e5b39c,,#e5b39c,#e5b39c,#bf8ec9,#e5b39c,False,False,False,False
lady_065_miggs.png,onde green ombre,#c498cd,,#e5b39c,,#e5b39c,#e5b39c,#c498cd,#e5b39c,False,False,False,False
lady_066_monalisa-3.png, multicolored brown and reddish dark resdish even blawck,#486041, medium light brown,#e5bf70, medium light brown eyes and olive colored,#e5bf70,#e5bf70,#486041,#e5bf70,False,False,False,False
lady_067_salamander-2.png,medium legnth dark brown balack,#929493, dark brown,#d9cdc1,edium light,#e0ae93,#e0ae93,#929493,#e0ae93,False,False,False,False
lady_068_nikkisf-4.png,dark brown,#b0735e, dark brown,#cfb49f, light,#cfb49f,#cfb49f,#b0735e,#cfb49f,False,False,False,False
