                filename                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 user_corrections                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | status  
 lad_014_sugar.png                      | bright bleu (Coinbase blue) background. deep blue euyes. dark reddish dark brown ashy hair , simple style shortish and longish but not too logn get lip color. simple whitish light lavendrish blusih collared shirt. light skin. deimsioned simpled hair style.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_015_jackson.png                    | black stunner shades with white refelction. Explain Thomas Jeffersons hair if you had to. light/medium pale green tone sfor skin and hair, all the way up to the white hair and medium tones in between with split hair style classic of his hair (describe it better htan this0. classic vintage revolutaion war era dark grey suit with white undergarments. bright neon green background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_016_tungsten.png                   | black stunner shades with white refelction. Explain Benjamin Frankjlins hair if you had to. light/medium pale green tone sfor skin and hair, all the way up to the white hair and medium and adrk  tones in between with split hair style classic of his hair (describe it better htan this0. classic vintage revolutaion war era light grey suit with white undergarments. bright neon green background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | edited
 lad_017_ink.png                        | black stunner shades with white refelction. Explain John adams hair if you had to. light pale green tone sfor skin and hair, all the way up to the white hair and medium tones in between with split hair style classic of his hair (describe it better htan this0. classic vintage revolutaion war era dark grey suit with white undergarments. bright neon green background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_018_mandarin.png                   | forward facing baseball cap wit hC logo on it - baseball cap is dark grey dimesioned to lighter grey and the C is beige. light skin with whit efacial hair. get lip color. black glasses rimme with light to medium brown pale eyes. Dark blue jacket with balck shirt and logi containing yellow green red and pruple colors. light pale green background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_019_diamond.png                    | If you could explain Vitalik Buterin hair, please edescfribe it thayt way.. resih big funnel like hair msomewhat messy and long , reddish brownish darkish mediumish colors with some contrast and variation and very natural. light opale sdeafom green blue eyes. bright green background. teal blue shirt with white logo on it in center. lods odimesion and shadow in big hair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | edited
 lad_020_gpu.png                        | heavier set wider jaw light skin male. mediu mto light brown eyes. dirty blodne to sandy medium warmer blodner hair, it could lamost be a iwig, much logner on top, and cshort on the sides, often side swept. wewaring a white landard and black hoodie here with a pale blueish grey background. get lip color. somwhat mesys hair also.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | edited
 lad_021_x.png                          | dark blue cap with white igloo on center logo. medium to light to dark brown eyes. light medium brown hair coming out of cap. light stubble and light skin. get lip color. black dark grey shirt. light green to dark gree ngradient background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_022_x.png                          | bald hispanic medium skinned male. combo rimmed glasses , silver/light color and brown with light pin kand light brown reflective, and brown lenses (sungalsses). goatee facial hair and darker mustache. gold chain thick. wearing a salmon collare dshirt for a wedding perhaps and a dark balck grey suit. medium green to bright light green gradient background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_023_x-2.png                        | Green with diamonds minecraft style thicker chunkier crown, also feature emeralds and gold. .Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful. Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful.                   | edited
 lad_023_x-3.png                        | Green with diamonds minecraft style thicker chunkier crown, also feature rubies, emeralds, sapphire and gold. .Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful. Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful. | edited
 lad_023_x-4.png                        | Green with diamonds minecraft style thicker chunkier crown.Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful. Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful.                                                     | edited
 lad_023_x.png                          | Asian male light skin. Dark brown eyes. Background is aqua teal blue to seafoam light green. get lip color. wearing airpods in ear (white). wearing tight black/dark grey functional material like a wetsuit. Hair is long, a bit above shoulder length and sexy and with antural grey to white higlights - very shiny aand sleek and silky. it is like blwoing in the wind to the side here and it just majestic and beautiful.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_024_x.png                          | Dark Purple/Deepl Bluebaseball cap (forward) with lighter lavender logo/insginia on it. medium black skin male. wider jawline and full stubble baerd with some longer. dark purple rimmed sunglasses with lighter purple lens.  get lip color. Light lavnder,whitish blue colalred shirt unbottned, and darkish brightish blue bakcground.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | edited
 lad_025_x.png                          | Orange, dark grey, near black San Francisco Giant baseball cap (forward). medium black skin male. wider jawline and full stubble baerd with some longer. medium dark brown eyes. get lip color. San Francisco Giants Jersey white orange and black. plain greyish background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_026_chromiumabstractsalmon.png     | Imagine Sam Altman  describe him as yo uwould here especially his hair style. -  hiis classic light grey stubble and even light grey skin, and his hair should be described as his haricut it (longer on top, nicely cut and styler, good look and sexy etc). he is wearing a dark salmon pink shirt here with a bright green background and he has deep blue sea like keye color. sexy messy well done cut hair as usual, and the classic grayscale colors for hsi skin and sutbble etc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | edited
 lad_027_chromiumabstractyellow.png     | Imagine Sam Altman  describe him as yo uwould here especially his hair style. -  hiis classic light grey stubble and even light grey skin, and his hair should be described as his haricut it (longer on top, nicely cut and styler, good look and sexy etc). he is wearing a dark golden yellow shirt here with a bright green background and he has deep blue sea like keye color. sexy messy well done cut hair as usual, and the classic grayscale colors for hsi skin and sutbble etc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_028_chromiumabstractgreen.png      | Imagine Sam Altman  describe him as yo uwould here especially his hair style. -  hiis classic light grey stubble and even light grey skin, and his hair should be described as his haricut it (longer on top, nicely cut and styler, good look and sexy etc). he is wearing a dark paleish green shirt here with a bright green background and he has deep blue sea like keye color. sexy messy well done cut hair as usual, and the classic grayscale colors for hsi skin and sutbble etc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_029_famous-9.png                   | MOG style goggles/glasses with 4 colors and varying opacities. light skinned. bitcoin orange colored shirt.bright blue background light skin with stubble. dark brown well styled and cut hair, mostly swept to the side and longer on top and sexy. thinener on the sides and soimetime shas that beautiful curve to it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | edited
 lad_029_famous4.png                    | glowing green laser eyes. brown joint with orange tip and smoke coming out of it. light skinned. bitcoin orange colored shirt. medium yellowgolden to light golden yellow background gradient. light skin with stubble. dark brown well styled and cut hair, mostly swept to the side and longer on top and sexy. thinener on the sides and soimetime shas that beautiful curve to it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | edited
 lad_030_ink.png                        | Medium skinned black male with before shoulder length beautiful dimensioned shiny moist dreads. deep blackish purplish eyes, and facial hair beard and stubble. wearing. cream overtop with red and blue shirt underneath. get lip color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | edited
 lad_031_fin.png                        | light skin. blackish dark brownish semi curly wavy hair, longer overall everywqhere but espeically on top. haricut is semi well done and stylized, fitting for this cahracter. some chin and face framing sutubble on face. get lip color. duo tone silver rimmed glasses and medium to dark brown eyes. red sport coat jacket and grey under t shirt. somewhat messy hair with some flipped out on the right or sticking out but look good.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | edited
 lad_032_shaman-4.png                   | dual colored purple party glasses with semi trasnculent.opaque lens. green hazelish brown eyes underneath. long sex icon black solilky shiny hair, with natural grey and white highlight in the front framing the face . some brown tones and a nbatural fade and ombre for the color there. flips out at the bottom but mostly straight and well kept. greyish white stubble in goatee area for facial hair. bblack hoodie wit htwo cherries on it. grey bakcground. light olvie skin.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | edited
 lad_033_molecule-2.png                 | wider jaw. lightish brown eyesm, light skin, get lip color. wearing a classic black sportcoat with a white shirt underneath it. clean haircut, shortish longish on top but well done and stylized. but also very simple.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | edited
 lad_035_JUAN.png                       | silver and brown frames glasses. light skinned (male from comulbia). medium to dark brown eyes. longer hair on top and somewhat messy and flicking / curled out on top right. checkered grey and white and brownish stubble on gace. white shirt underneath blue jacket. medium green background. mustache. get lip color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | edited
 lad_036_x.png                          | white dimensioned cowboy hat. dark medium brown hair, come out of cap so semi long on top and overall if the cap was off and even wit hit on etc. light skin but with a nice tan. medium light brown greenish tinted eyes and dark grey shirt .cyan seafoam green gradient background to light bright green                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_037_aressprout.png                 | wider jaw. ashy sandy rbown hair with natural blonde higlights from the sun. naturally longer on top and. shorter on the sides but a litte longer to side sweepo over and make it seme liek the sides have long hair (howevr youd describe this tyle?) seafoam green / pale greenish blue eyes light. lgith skinned. get lip coplor. dark grey / grey hoodie with silver chain.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | edited
 lad_038_cashking-6.png                 | black stunner shades with white reflection. dark black curly super stylized hair similar to martin shrkeli or another star. medium skiined half white hald middle eastern. light stubble can grow a full beard. black blazer with colorful slilk cshirt (think armani exschange) undnearth. hair longer on top but somewhat side sweat and very clean adn well done, the sides are short but not too shot or too long its just right and well balanced and perfect aesthetic.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_039_davinci-2.png                  | This is Leonardo Davainci, so describe him as you would. He has white / golden blonde huge voluunious long beard in all direrctions. medium olive skin. a beret or artist style jat that is black with shadows and dimension. and a big draped cape with layers underneath it. dedep blue eyes and get his lip color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_040_melzarmagic.png                | medium skinned indian male. light brown.silver rimmed glasses, medium plain brown eyes. mushroom cut style hair but shortish, and dakr brown mostly with not mush dimension. light stubble.wearing a white/ligth grey for shadows colalred shirt and a darker grey tie.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | edited
 lad_041_Maradona.png                   | This is Diego Maradona. he has voluminous voluptuous fluffy afrostyle like huge curly dark medium and light brown hair (from nautral sun higlights( with shinyness and sheen and it is bouncy and messy and attractive and sexy. he has light stubble and is medium skinedd (from argentina) here is wearing his blue and light blue argentina jersey and is on the field with the blue sky behind him and green playing field. get his lip color. medium honey brown to light and darker brown eyes.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
